alpha3,pseudoYear,lrgdpnaPerCapita_chg7_temp,region,subRegion,year,lcgdpoPerCapitaUSA,country,isExtrapolated,lctfp,lrtfpna,lrgdpnaPerCapita,lrgdpoPerCapita,lcgdpoPerCapita,lrgdpnaPerCapita_chg7,lrgdpoPerCapita_chg7,lrtfpna_chg7,lrgdpnaPerCapita_chg1,lrgdpoPerCapita_chg1,lrtfpna_chg1,lcgdpoPerCapita_gap,lcgdpoPerCapita_gap_avg7,subRegion_new,isLAC,isAfrica,isEAT,lrgdpnaPerCapita_chg7_nonTFP,lrgdpnaPerCapita_chg1_nonTFP,cumulativeTFP,cumulativeNonTFP,lag_lcgdpoPerCapita_gap_avg7
ARM,2010,0.0666260567947228,Asia,Western Asia,2010,10.811535892488,Armenia,0,-0.444259085848904,-0.0250999904865075,9.07397881508971,9.01468372487367,9.01600801897203,0.0666260567947228,0.0849454497812801,0.0370420875926356,0.0258192837249798,0.105988022051861,-0.0113073256607328,1.79552787351597,2.01651795946969,Others,0,0,0,0.0295839692020871,0.0371266093857126,,,2.54389070815501
ARM,2017,0.0385675435665743,Asia,Western Asia,2017,10.9076320435205,Armenia,0,-0.423109713141807,0.223213643919922,9.34395162005573,9.22840430119516,9.23806282600256,0.0385675435665743,0.0305315109030701,0.0354733763437756,0.0702959783420898,0.08195983061003,0.054710254769714,1.66956921751794,1.69872594262288,Others,0,0,0,0.00309416722279867,0.0155857235723758,,,2.01651795946969
AUS,1996,0.0159796613503573,Oceania,Australia and New Zealand,1996,10.6043368118321,Australia,0,-0.153695850826404,-0.00457221856221223,10.4610430581947,10.350126140248,10.3488275701567,0.0159796613503573,0.0197584423973,0.00868926439294042,0.0281713732535014,0.0449755426072986,0.0129624663035713,0.2555092416754,0.282045451391829,Others,0,0,0,0.00729039695741691,0.0152089069499301,0.00217231609823511,0.00182259923935423,
AUS,2003,0.0263318860714428,Oceania,Australia and New Zealand,2003,10.7573169934013,Australia,0,-0.110264033051018,0.0458265027498236,10.6453662606948,10.5348998048585,10.5503146305912,0.0263318860714428,0.0263962378015,0.00719981733029083,0.0279078041044993,0.0318589880714999,0.0035311754773571,0.207002362810099,0.233162419667443,Others,0,0,0,0.0191320687411519,0.0243766286271422,0.00397227043080781,0.00660561642464221,0.282045451391829
AUS,2010,0.0114166420922857,Oceania,Australia and New Zealand,2010,10.811535892488,Australia,0,-0.108649897255023,-0.00688173534399086,10.7252827553408,10.71118811567,10.7114671302427,0.0114166420922857,0.0251840444016429,-0.00752974829911635,0.00684009896859905,0.0714929441945991,-0.00805668683162318,0.1000687622453,0.174309160274114,Others,0,0,0,0.018946390391402,0.0148967858002222,0.00208983335602873,0.0113422140224927,0.233162419667443
AUS,2017,0.0126978274924429,Oceania,Australia and New Zealand,2017,10.9076320435205,Australia,0,-0.159890008608604,0.0528651203646639,10.8141675477879,10.7662218674764,10.781829071847,0.0126978274924429,0.00786196454377145,0.00853526510123639,0.0156816363383001,0.0135404524595,0.0108504855770247,0.125802971673501,0.114743236885357,Others,0,0,0,0.00416256239120648,0.00483115076127541,0.00422364963133783,0.0123828546202943,0.174309160274114
AUT,1996,0.0190633162524286,Europe,Western Europe,1996,10.6043368118321,Austria,0,-0.192489678361997,-0.0709663646368807,10.3922462327627,10.2498254883744,10.2603528647387,0.0190633162524286,0.0337572080487428,0.00877087114615376,0.0197574972245,0.0194363419645001,-0.006717082874878,0.343983947093401,0.358396239783229,Others,0,0,0,0.0102924451062749,0.026474580099378,0.00219271778653844,0.00257311127656871,
AUT,2003,0.0204119530524571,Europe,Western Europe,2003,10.7573169934013,Austria,0,-0.0898363103126568,-0.0356423994881826,10.5351299041299,10.4318666152423,10.4664787789989,0.0204119530524571,0.0260058752668427,0.0050462807355283,0.00428924955219934,0.0192890046159988,-0.0048793145402964,0.290838214402401,0.2923513917299,Others,0,0,0,0.0153656723169288,0.00916856409249573,0.00345428797042051,0.00641452935580091,0.358396239783229
AUT,2010,0.0122613646721145,Europe,Western Europe,2010,10.811535892488,Austria,0,-0.172984088075637,-0.0069196063102911,10.6209594568347,10.6088055265622,10.6230220990477,0.0122613646721145,0.0252769873314145,0.00410325616827021,0.0134472716622014,0.0274405090449008,0.0066860980016158,0.188513793440299,0.224040557596114,Others,0,0,0,0.00815810850384427,0.00676117366058559,0.00448010201248807,0.00845405648176198,0.2923513917299
AUT,2017,0.00874377315174283,Europe,Western Europe,2017,10.9076320435205,Austria,0,-0.201680769019727,0.0128533937600841,10.6821658688969,10.738639172418,10.7673948378813,0.00874377315174283,0.0185476636936858,0.00282471429576789,0.0225162125617011,0.0288682445803001,0.00690268291231516,0.140237205639201,0.163793348258657,Others,0,0,0,0.00591905885597494,0.015613529649386,0.00518628058643004,0.00993382119575571,0.224040557596114
BDI,1996,-0.0424880111929071,Africa,Sub-Saharan Africa,1996,10.6043368118321,Burundi,0,-1.62502163032838,0.292321825331474,6.66736494913537,6.52339430870893,6.47139627313874,-0.0424880111929071,-0.0420744181616871,-0.018115506152918,-0.103181552412029,-0.0899143058710399,-0.100787434311183,4.13294053869336,3.87918092620183,Africa,0,1,0,-0.0243725050399891,-0.00239411810084617,-0.0045288765382295,-0.00609312625999727,
BDI,2003,-0.00846621209281143,Africa,Sub-Saharan Africa,2003,10.7573169934013,Burundi,0,-1.94307101186415,0.0798970416528164,6.60810146448569,6.54973453287339,6.50053497068401,-0.00846621209281143,0.00376288916635138,-0.0303463976683797,-0.04297061693486,0.0196350333130599,-0.124577282564348,4.25678202271729,4.22802742954837,Africa,0,1,0,0.0218801855755682,0.0816066656294876,-0.0121154759553244,-0.000623079866105211,3.87918092620183
BDI,2010,0.00561452429265711,Africa,Sub-Saharan Africa,2010,10.811535892488,Burundi,0,-1.73103903578215,-0.0297116342685033,6.64740313453429,6.59499233502358,6.59114507061431,0.00561452429265711,0.00646540030717002,-0.0156583822744742,0.0174548403195898,0.0378795213137302,0.0329224971471981,4.22039082187369,4.27841562858632,Africa,0,1,0,0.0212729065671314,-0.0154676568276083,-0.016030071523943,0.00469514677567763,4.22802742954837
BDI,2017,-0.00262937157846999,Africa,Sub-Saharan Africa,2017,10.9076320435205,Burundi,0,-1.48506518341527,0.0900268937550084,6.628997533485,6.68412555909293,6.70961368274702,-0.00262937157846999,0.0127333177241929,0.0171055040033588,-0.0317927867838002,-0.00465961622422029,-0.00688885096535451,4.19801836077348,4.15300239025851,Africa,0,1,0,-0.0197348755818288,-0.0249039358184456,-0.0117536955231033,-0.000238572119779573,4.27841562858632
BEL,1996,0.0147314310064429,Europe,Western Europe,1996,10.6043368118321,Belgium,0,-0.021660536146198,-0.031804935916865,10.3302520025562,10.1170495940618,10.1513380674555,0.0147314310064429,0.0207507630810715,0.0067742733336048,0.0136539026337008,-0.00234503004049991,0.0116657902141966,0.4529987443766,0.429571676359529,Others,0,0,0,0.00795715767283807,0.00198811241950421,0.0016935683334012,0.00198928941820952,
BEL,2003,0.0199581952277999,Europe,Western Europe,2003,10.7573169934013,Belgium,0,0.0841771669944469,-0.0194786927614957,10.4699593691508,10.3320073692776,10.423478900193,0.0199581952277999,0.030708253602257,0.00176089187933847,0.00250373721329922,0.0354752781369996,-0.000760882188554499,0.3338380932083,0.3621385251971,Others,0,0,0,0.0181973033484615,0.00326461940185372,0.00213379130323582,0.00653861525532489,0.429571676359529
BEL,2010,0.0112140790475144,Europe,Western Europe,2010,10.811535892488,Belgium,0,-0.0500296088694005,0.00252892409350344,10.5484579224834,10.5500133307415,10.574895671711,0.0112140790475144,0.0311437087805572,0.00314394526499988,0.019875031993001,0.0712386912413994,0.0183705941213029,0.236640220777,0.312382785114957,Others,0,0,0,0.00807013378251453,0.00150443787169806,0.00291977761948579,0.00855614870095352,0.3621385251971
BEL,2017,0.00562201437179993,Europe,Western Europe,2017,10.9076320435205,Belgium,0,-0.0962402300487783,-0.00527249499066121,10.587812023086,10.5542721040841,10.6369979917137,0.00562201437179993,0.000608396191800103,-0.00111448844059495,0.0105595194252004,0.0310029794305997,-0.00036945677843391,0.2706340518068,0.283175617191,Others,0,0,0,0.00673650281239488,0.0109289762036343,0.00264115550933705,0.0102402744040522,0.312382785114957
BEN,1996,0.0196528105671314,Africa,Sub-Saharan Africa,1996,10.6043368118321,Benin,0,-1.39616974194108,-0.128763031794268,7.3741782249525,7.11353053345892,7.08929759149593,0.0196528105671314,-0.0028284142994758,0.0165231703380627,0.0109574345622701,0.02244388002409,0.011263906216553,3.51503922033617,3.44360320180817,Africa,0,1,0,0.0031296402290687,-0.000306471654282936,0.00413079258451568,0.000782410057267176,
BEN,2003,0.0177823750433743,Africa,Sub-Saharan Africa,2003,10.7573169934013,Benin,0,-1.1282160758449,-0.0185482644969315,7.49865485025612,7.4886963338865,7.46804736241758,0.0177823750433743,0.0535951143467972,0.0157449667567624,0.00345937541187968,0.0329699431167896,0.0046578333292958,3.28926963098372,3.40241191823356,Africa,0,1,0,0.00203740828661193,-0.00119845791741612,0.00806703427370627,0.00129176212892016,3.44360320180817
BEN,2010,0.00675999410048433,Africa,Sub-Saharan Africa,2010,10.811535892488,Benin,0,-1.13438709536824,0.0113882966049378,7.54597480895951,7.56007887543531,7.56047688429073,0.00675999410048433,0.0101975059355443,0.00427665158598133,-0.00714096936263964,0.00502749490549004,-0.0194241669303394,3.25105900819727,3.26534261692925,Africa,0,1,0,0.00248334251450301,0.0122831975676998,0.0091361971702016,0.00191259775754591,3.40241191823356
BEN,2017,0.0243453997994771,Africa,Sub-Saharan Africa,2017,10.9076320435205,Benin,0,-1.26298587709358,0.000831377523109816,7.71639260755585,7.65630674563965,7.65933353231339,0.0243453997994771,0.0137468386006201,-0.001508131297404,0.0212672104640896,0.0344982658147499,-0.00570847027504643,3.24829851120711,3.23438028098245,Africa,0,1,0,0.0258535310968811,0.0269756807391361,0.0087591643458506,0.00837598053176619,3.26534261692925
BFA,1996,0.01435243137777,Africa,Sub-Saharan Africa,1996,10.6043368118321,Burkina Faso,0,-1.1036870680641,-0.260221807235935,6.79174796719841,6.91311859941145,6.87825826446083,0.01435243137777,0.00835872583005719,0.00855236259463357,0.0768439352864299,0.0793065834535902,0.072915109729545,3.72607854737127,3.72730072310873,Africa,0,1,0,0.00580006878313646,0.0039288255568849,0.00213809064865839,0.00145001719578411,
BFA,2003,0.0277109313747914,Africa,Sub-Saharan Africa,2003,10.7573169934013,Burkina Faso,0,-0.933252777693698,-0.0333589349127982,6.98572448682195,7.10283926592809,7.07421481790722,0.0277109313747914,0.0271029523595199,0.0324089817604481,0.0461462968061301,0.0174553280981193,0.06003245839265,3.68310217549408,3.68974611313222,Africa,0,1,0,-0.0046980503856567,-0.0138861615865199,0.0102403360887704,0.000275504599369939,3.72730072310873
BFA,2010,0.0264140725236843,Africa,Sub-Saharan Africa,2010,10.811535892488,Burkina Faso,0,-1.05409768404424,0.00978837250891372,7.17062299448774,7.19083919470402,7.18992386309141,0.0264140725236843,0.0125714183965615,0.00616390106024456,0.0508922791263897,0.0490087618931208,0.00392749022374909,3.62161202939659,3.65748760345648,Africa,0,1,0,0.0202501714634397,0.0469647889026406,0.0117813113538316,0.00533804746522987,3.68974611313222
BFA,2017,0.0250514883356272,Africa,Sub-Saharan Africa,2017,10.9076320435205,Burkina Faso,0,-1.29820990162295,-0.20997992429924,7.34598341283713,7.39538796834077,7.40667852095104,0.0250514883356272,0.0292212533766785,-0.0313954709725934,0.0323646855885702,0.0432403903451197,-0.018684511582795,3.50095352256946,3.54809881126661,Africa,0,1,0,0.0564469593082206,0.0510491971713652,0.00393244361068321,0.019449787292285,3.65748760345648
BGR,1996,-0.0365732290518372,Europe,Eastern Europe,1996,10.6043368118321,Bulgaria,0,0.102118854143958,0.0724790476862978,9.03251913424672,8.87633843828075,8.81473700152,-0.0365732290518372,-0.0400385749408943,-0.0278317524842477,-0.0882100378148216,-0.0987261212673296,-0.100384401392753,1.7895998103121,1.51353633382174,Others,0,0,0,-0.00874147656758944,0.0121743635779316,-0.00695793812106194,-0.00218536914189736,
BGR,2003,0.0307080793653944,Europe,Eastern Europe,2003,10.7573169934013,Bulgaria,0,-0.19938783331547,0.0379855246737639,9.24747568980448,9.19409658807483,9.17862167805266,0.0307080793653944,0.0453940213991541,-0.0049276461446477,0.0582161946031707,0.036447492870689,-0.0061765277275479,1.57869531534864,1.72943657757879,Others,0,0,0,0.0356357255100421,0.0643927223307186,-0.00818984965722386,0.00672356223561316,1.51353633382174
BGR,2010,0.0508808855250086,Europe,Eastern Europe,2010,10.811535892488,Bulgaria,0,-0.369228682592236,-0.0115679638947132,9.60364188847954,9.60957175499913,9.61398703169223,0.0508808855250086,0.0593535952749001,-0.00707906979549673,0.0200769707355803,0.0511224512471511,0.0135578805399091,1.19754886079577,1.34843242439958,Others,0,0,0,0.0579599553205054,0.00651909019567125,-0.00995961710609804,0.0212135510657395,1.72943657757879
BGR,2017,0.0281048633018186,Europe,Eastern Europe,2017,10.9076320435205,Bulgaria,0,-0.291525923419579,0.0533973167907098,9.80037593159227,9.83306216777187,9.86431181149707,0.0281048633018186,0.0319272018246769,0.00928075438363186,0.0440062223816309,0.0520955869279494,0.02647445539761,1.04332023202343,1.14008358351908,Others,0,0,0,0.0188241089181868,0.0175317669840209,-0.00763942851019008,0.0259195782952862,1.34843242439958
BHR,1996,0.0187548270775285,Asia,Western Asia,1996,10.6043368118321,Bahrain,0,-0.319140977804711,0.161928967544387,10.58687692369,9.59042640381824,9.61723953878737,0.0187548270775285,0.0195730921896514,0.00990661517984416,0.00590554558089984,-0.0661947384253701,0.00981734540323798,0.98709727304473,0.893257441442969,Others,0,0,0,0.00884821189768434,-0.00391179982233814,0.00247665379496104,0.00221205297442109,
BHR,2003,0.00255836494798573,Asia,Western Asia,2003,10.7573169934013,Bahrain,0,-0.291765847439738,0.180567284773922,10.6047854783259,10.1363028591262,10.2147669981385,0.00255836494798573,0.07798235075828,0.00266261674707643,0.00349360122139863,0.1609985493259,0.004077490424576,0.5425499952628,0.696540301273903,Others,0,0,0,-0.000104251799090698,-0.000583889203177368,0.00314230798173015,0.00218599002464841,0.893257441442969
BHR,2010,-0.00892996197837143,Asia,Western Asia,2010,10.811535892488,Bahrain,0,-0.192632250726837,0.0215366513173013,10.5422757444773,10.5199106178391,10.5318904102525,-0.00892996197837143,0.0548011083875572,-0.0227186619223744,-0.00358504383470049,0.0503819484115002,-0.0196793619418859,0.2796454822355,0.298568976587729,Others,0,0,0,0.013788699944003,0.0160943181071854,-0.00253735749886345,0.00563316501064915,0.696540301273903
BHR,2017,0.00942717083238571,Asia,Western Asia,2017,10.9076320435205,Bahrain,0,-0.275784360148974,-0.0289609062231811,10.608265940304,10.5351951317886,10.5474332743398,0.00942717083238571,0.00218350199278561,-0.00721393679149749,-0.00934204947150086,-0.00192913138540085,0.0049845770960128,0.3601987691807,0.284598851515343,Others,0,0,0,0.0166411076238832,-0.0143266265675137,-0.00434084169673782,0.00979344191661995,0.298568976587729
BOL,1996,0.0215513534377799,Americas,Latin America and the Caribbean,1996,10.6043368118321,Bolivia (Plurinational State of),0,-0.74760843635127,0.0805527566559324,8.29341045860596,8.01961931582753,7.981982938309,0.0215513534377799,0.0585647751998314,-0.000754468883520701,0.0229858710161004,0.0921287095496996,-0.0024207680820416,2.6223538735231,2.77177856748868,Latin America and the Caribbean,1,0,0,0.0223058223213006,0.025406639098142,-0.000188617220880175,0.00557645558032515,
BOL,2003,0.00885744687003991,Americas,Latin America and the Caribbean,2003,10.7573169934013,Bolivia (Plurinational State of),0,-0.960578813844396,-0.0279647342642345,8.35541258669624,8.08143240391324,8.06736381853101,0.00885744687003991,0.00883044115510145,-0.015502498702881,0.00876319010100879,0.0308077505733699,-0.0050524495873412,2.68995317487029,2.70417974617244,Latin America and the Caribbean,1,0,0,0.0243599455729209,0.01381563968835,-0.00406424189660042,0.0116664419735554,2.77177856748868
BOL,2010,0.0271891984630572,Americas,Latin America and the Caribbean,2010,10.811535892488,Bolivia (Plurinational State of),0,-0.775168637678551,0.00331602434381076,8.54573697593764,8.47774712141444,8.47582948642702,0.0271891984630572,0.0566163882144572,0.00446867980114932,0.0242259533795295,0.0892869582936999,-0.00426370966128875,2.33570640606098,2.53087173225331,Latin America and the Caribbean,1,0,0,0.0227205186619079,0.0284896630408182,-0.00294707194631309,0.0173465716390323,2.70417974617244
BOL,2017,0.03452622191016,Americas,Latin America and the Caribbean,2017,10.9076320435205,Bolivia (Plurinational State of),0,-0.810607389969581,0.0660711746995768,8.78742052930876,8.67215564035416,8.70071187465637,0.03452622191016,0.0277726455628172,0.00896502147939515,0.0261711801262798,0.0321904227033212,0.000468219381440191,2.20692016886413,2.2128697537893,Latin America and the Caribbean,1,0,0,0.0255612004307648,0.0257029607448396,-0.000705816576464304,0.0237368717467235,2.53087173225331
BRA,1996,0.00086139603068983,Americas,Latin America and the Caribbean,1996,10.6043368118321,Brazil,0,-0.236850526601108,0.0673142681892881,9.32699531311846,9.2106865572536,9.16582977088159,0.00086139603068983,0.07134770891689,-0.00622108295256784,0.00528307179405019,0.166647287141091,0.0067125348183855,1.43850704095051,1.70164996253495,Latin America and the Caribbean,1,0,0,0.00708247898325767,-0.00142946302433531,-0.00155527073814196,0.00177061974581442,
BRA,2003,0.0039564160910986,Americas,Latin America and the Caribbean,2003,10.7573169934013,Brazil,0,-0.626875614695252,-0.0452050994678307,9.35469022575615,9.01482119734368,9.00102917780255,0.0039564160910986,-0.0279807657014171,-0.0160741953795884,-0.0014558823883899,-0.0164594056286003,-0.0152046491016595,1.75628781559875,1.66499484268365,Latin America and the Caribbean,1,0,0,0.020030611470687,0.0137487667132696,-0.00557381958303906,0.00677827261348617,1.70164996253495
BRA,2010,0.0327951739897515,Americas,Latin America and the Caribbean,2010,10.811535892488,Brazil,0,-0.594851130389814,0.00550030176796752,9.58425644368441,9.51351155847636,9.51304877148645,0.0327951739897515,0.0712414801618113,0.00724362874797118,0.0628802807439808,0.138154748981389,0.0361010047128806,1.29848712100155,1.56545304353243,Latin America and the Caribbean,1,0,0,0.0255515452417803,0.0267792760311002,-0.00376291239604627,0.0131661589239312,1.66499484268365
BRA,2017,-0.00468041131720425,Americas,Latin America and the Caribbean,2017,10.9076320435205,Brazil,0,-0.751771308427064,-0.143972037710271,9.55149356446398,9.53336491324944,9.53839462173975,-0.00468041131720425,0.00283619353901139,-0.0213531913540341,0.00196130252833981,0.00183366004200991,-0.004095516723047,1.36923742178075,1.27582534326587,Latin America and the Caribbean,1,0,0,0.0166727800368298,0.00605681925138682,-0.00910121023455479,0.0173343539331387,1.56545304353243
BRB,1996,-0.00890628843955125,Americas,Latin America and the Caribbean,1996,10.6043368118321,Barbados,0,0.689459145646037,-0.0342402744060323,9.25205895467849,10.0096476743544,9.97053526873585,-0.00890628843955125,0.04143148395629,-0.0259235240996146,0.035517560579251,0.12433328520617,-0.0173698276852449,0.633801543096251,0.775064927228212,Latin America and the Caribbean,1,0,0,0.0170172356600634,0.0528873882644959,-0.00648088102490365,0.00425430891501584,
BRB,2003,0.0129939120870343,Americas,Latin America and the Caribbean,2003,10.7573169934013,Barbados,0,-0.000296040481614124,-0.0775735615093293,9.34301633928773,9.76528782228895,9.74386706551462,0.0129939120870343,-0.0349085502950641,-0.00619046958618529,0.0188923887563401,-0.03406043050345,0.0126816623480929,1.01344992788668,0.833826779061215,Latin America and the Caribbean,1,0,0,0.0191843816732196,0.00621072640824724,-0.00802849842144998,0.00905040433332073,0.775064927228212
BRB,2010,0.00901033733950563,Americas,Latin America and the Caribbean,2010,10.811535892488,Barbados,0,-0.58518900234121,0.00508550895565172,9.40608870066427,9.54649919495568,9.56036012422879,0.00901033733950563,-0.0312555181904671,0.0118084386378544,-0.000943211151209766,-0.0543007896207488,0.00731774870640503,1.25117576825921,1.11278114511982,Latin America and the Caribbean,1,0,0,-0.00279810129834881,-0.0082609598576148,-0.00507638876198637,0.00835087900873353,0.833826779061215
BRB,2017,0.00317887595692845,Americas,Latin America and the Caribbean,2017,10.9076320435205,Barbados,0,-1.04012143185634,0.00323736595643349,9.42834083236277,9.13481663888587,9.17964240882645,0.00317887595692845,-0.0588117937242588,-0.000264020428459747,0.00624910841328941,-0.0162468657825698,0.0137813886442643,1.72798963469405,1.60197168057407,Latin America and the Caribbean,1,0,0,0.0034428963853882,-0.00753228023097488,-0.0051423938691013,0.00921160310508058,1.11278114511982
BWA,1996,0.0241594781010271,Africa,Sub-Saharan Africa,1996,10.6043368118321,Botswana,0,-0.124062846739315,0.329587226099752,9.08740866330957,8.93371046351972,8.92453432473744,0.0241594781010271,0.0441621838956444,-0.0142346256114364,0.0346223848374514,0.11231648864781,0.050728347329707,1.67980248709466,1.76546137302106,Africa,0,1,0,0.0383941037124636,-0.0161059624922556,-0.00355865640285911,0.00959852592811589,
BWA,2003,0.0264793677305184,Africa,Sub-Saharan Africa,2003,10.7573169934013,Botswana,0,-0.299580685676597,0.159394513374625,9.2727642374232,9.23284906525713,9.26491219480163,0.0264793677305184,0.0427340859624871,-0.0243132446750181,0.0316140995318506,-0.0260355072083911,0.00920092002085501,1.49240479859967,1.57380855967343,Africa,0,1,0,0.0507926124055366,0.0224131795109956,-0.00963696757161364,0.0222966790295,1.76546137302106
BWA,2010,0.0262687876358044,Africa,Sub-Saharan Africa,2010,10.811535892488,Botswana,0,-0.443585750501498,0.0213730674821464,9.45664575087383,9.41378244466531,9.42512156979315,0.0262687876358044,0.0258476256297401,-0.0197173494132112,0.0646501700423503,0.0951625048007401,0.0447055736064903,1.38641432269485,1.41632515913208,Africa,0,1,0,0.0459861370490156,0.01994459643586,-0.0145663049249165,0.0337932132917539,1.57380855967343
BWA,2017,0.0243076103059285,Africa,Sub-Saharan Africa,2017,10.9076320435205,Botswana,0,-0.557429333501035,-0.109212650372104,9.62679902301533,9.61561485547919,9.62600295518834,0.0243076103059285,0.02883320154484,-0.0186551025506072,0.00509554776825105,0.00307367719608109,-0.0139274803639793,1.28162908833216,1.29560425815264,Africa,0,1,0,0.0429627128565357,0.0190230281322303,-0.0192300805625682,0.0445338915058879,1.41632515913208
CAF,1996,-0.0253586786259,Africa,Sub-Saharan Africa,1996,10.6043368118321,Central African Republic,0,-0.945992004580554,-0.254141851124579,6.74457148320827,6.7888986611426,6.7530641172255,-0.0253586786259,-0.0295076584045101,-0.0173930313574693,-0.10295228697623,-0.18842983339214,-0.074443603298248,3.8512726946066,3.68629960277874,Africa,0,1,0,-0.00796564726843072,-0.0285086836779816,-0.00434825783936732,-0.00199141181710768,
CAF,2003,-0.00567924864745858,Africa,Sub-Saharan Africa,2003,10.7573169934013,Central African Republic,0,-0.896333645226907,-0.15232312401345,6.70481674267606,6.72984239855382,6.70439354616732,-0.00567924864745858,-0.00843660894125429,0.014545532444447,-0.0919002127191,-0.0664424450944905,-0.032487038619329,4.05292344723398,3.936822241499,Africa,0,1,0,-0.0202247810919056,-0.059413174099771,-0.000711874728255571,-0.00704760709008408,3.68629960277874
