Dataset: Income Distribution Database			
Measure			Gini (disposable income, post taxes and transfers)
Australia	2018	New income definition since 2012	0.325
Australia	2018	Income definition until 2011	..
Australia	2019	New income definition since 2012	..
Australia	2019	Income definition until 2011	..
Austria	1974	New income definition since 2012	..
Austria	1974	Income definition until 2011	..
Austria	1975	New income definition since 2012	..
Austria	1975	Income definition until 2011	..
Austria	1976	New income definition since 2012	..
Austria	1976	Income definition until 2011	..
Austria	1977	New income definition since 2012	..
Austria	1977	Income definition until 2011	..
Austria	1978	New income definition since 2012	..
Austria	1978	Income definition until 2011	..
Austria	1979	New income definition since 2012	..
Austria	1979	Income definition until 2011	..
Austria	1980	New income definition since 2012	..
Austria	1980	Income definition until 2011	..
Austria	1981	New income definition since 2012	..
Austria	1981	Income definition until 2011	..
Austria	1982	New income definition since 2012	..
Austria	1982	Income definition until 2011	..
Austria	1983	New income definition since 2012	..
Austria	1983	Income definition until 2011	..
Austria	1984	New income definition since 2012	..
Austria	1984	Income definition until 2011	..
Austria	1985	New income definition since 2012	..
Austria	1985	Income definition until 2011	..
Austria	1986	New income definition since 2012	..
Austria	1986	Income definition until 2011	..
Austria	1987	New income definition since 2012	..
Austria	1987	Income definition until 2011	..
Austria	1988	New income definition since 2012	..
Austria	1988	Income definition until 2011	..
Austria	1989	New income definition since 2012	..
Austria	1989	Income definition until 2011	..
Austria	1990	New income definition since 2012	..
Austria	1990	Income definition until 2011	..
Austria	1991	New income definition since 2012	..
Austria	1991	Income definition until 2011	..
Austria	1992	New income definition since 2012	..
Austria	1992	Income definition until 2011	..
Austria	1993	New income definition since 2012	..
Austria	1993	Income definition until 2011	..
Austria	1994	New income definition since 2012	..
Austria	1994	Income definition until 2011	..
Austria	1995	New income definition since 2012	..
Austria	1995	Income definition until 2011	..
Austria	1996	New income definition since 2012	..
Austria	1996	Income definition until 2011	..
Austria	1997	New income definition since 2012	..
Austria	1997	Income definition until 2011	..
Austria	1998	New income definition since 2012	..
Austria	1998	Income definition until 2011	..
Austria	1999	New income definition since 2012	..
Austria	1999	Income definition until 2011	..
Austria	2000	New income definition since 2012	..
Austria	2000	Income definition until 2011	..
Austria	2001	New income definition since 2012	..
Austria	2001	Income definition until 2011	..
Austria	2002	New income definition since 2012	..
Austria	2002	Income definition until 2011	..
Austria	2003	New income definition since 2012	..
Austria		Income definition until 2011	..
Austria	2004	New income definition since 2012	..
Austria		Income definition until 2011	..
Austria	2005	New income definition since 2012	..
Austria		Income definition until 2011	..
Austria	2006	New income definition since 2012	..
Austria		Income definition until 2011	..
Austria	2007	New income definition since 2012	0.284
Austria		Income definition until 2011	..
Austria	2008	New income definition since 2012	0.28
Austria		Income definition until 2011	..
Austria	2009	New income definition since 2012	0.289
Austria		Income definition until 2011	..
Austria	2010	New income definition since 2012	0.28
Austria		Income definition until 2011	..
Austria	2011	New income definition since 2012	0.281
Austria		Income definition until 2011	..
Austria	2012	New income definition since 2012	0.276
Austria		Income definition until 2011	..
Austria	2013	New income definition since 2012	0.28
Austria		Income definition until 2011	..
Austria	2014	New income definition since 2012	0.274
Austria		Income definition until 2011	..
Austria	2015	New income definition since 2012	0.275
Austria		Income definition until 2011	..
Austria	2016	New income definition since 2012	0.284
Austria		Income definition until 2011	..
Austria	2017	New income definition since 2012	0.275
Austria		Income definition until 2011	..
Austria	2018	New income definition since 2012	..
Austria		Income definition until 2011	..
Austria	2019	New income definition since 2012	..
Austria		Income definition until 2011	..
Belgium	1974	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1975	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1976	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1977	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1978	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1979	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1980	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1981	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1982	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1983	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1984	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1985	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1986	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1987	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1988	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1989	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1990	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1991	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1992	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1993	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1994	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1995	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1996	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1997	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1998	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	1999	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	2000	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	2001	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	2002	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	2003	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	2004	New income definition since 2012	0.287
Belgium		Income definition until 2011	0.287
Belgium	2005	New income definition since 2012	0.277
Belgium		Income definition until 2011	0.277
Belgium	2006	New income definition since 2012	0.268
Belgium		Income definition until 2011	0.264
Belgium	2007	New income definition since 2012	0.277
Belgium		Income definition until 2011	0.274
Belgium	2008	New income definition since 2012	0.266
Belgium		Income definition until 2011	0.262
Belgium	2009	New income definition since 2012	0.272
Belgium		Income definition until 2011	0.269
Belgium	2010	New income definition since 2012	0.267
Belgium		Income definition until 2011	0.264
Belgium	2011	New income definition since 2012	0.27
Belgium		Income definition until 2011	0.266
Belgium	2012	New income definition since 2012	0.265
Belgium		Income definition until 2011	0.262
Belgium	2013	New income definition since 2012	0.265
Belgium		Income definition until 2011	0.261
Belgium	2014	New income definition since 2012	0.267
Belgium		Income definition until 2011	..
Belgium	2015	New income definition since 2012	0.268
Belgium		Income definition until 2011	..
Belgium	2016	New income definition since 2012	0.266
Belgium		Income definition until 2011	..
Belgium	2017	New income definition since 2012	0.263
Belgium		Income definition until 2011	..
Belgium	2018	New income definition since 2012	..
Belgium		Income definition until 2011	..
Belgium	2019	New income definition since 2012	..
Belgium		Income definition until 2011	..
Canada	1974	New income definition since 2012	..
Canada	1974	Income definition until 2011	..
Canada	1975	New income definition since 2012	..
Canada	1975	Income definition until 2011	..
Canada	1976	New income definition since 2012	0.303
Canada	1976	Income definition until 2011	0.304
Canada	1977	New income definition since 2012	0.289
Canada		Income definition until 2011	0.288
Canada	1978	New income definition since 2012	0.294
Canada		Income definition until 2011	0.293
Canada	1979	New income definition since 2012	0.289
Canada		Income definition until 2011	0.289
Canada	1980	New income definition since 2012	0.289
Canada		Income definition until 2011	0.289
Canada	1981	New income definition since 2012	0.288
Canada		Income definition until 2011	0.287
Canada	1982	New income definition since 2012	0.292
Canada		Income definition until 2011	0.291
Canada	1983	New income definition since 2012	0.3
Canada		Income definition until 2011	0.299
Canada	1984	New income definition since 2012	0.297
Canada		Income definition until 2011	0.296
Canada	1985	New income definition since 2012	0.294
Canada		Income definition until 2011	0.293
Canada	1986	New income definition since 2012	0.293
Canada		Income definition until 2011	0.292
Canada	1987	New income definition since 2012	0.291
Canada		Income definition until 2011	0.289
Canada	1988	New income definition since 2012	0.286
Canada		Income definition until 2011	0.284
Canada	1989	New income definition since 2012	0.284
Canada		Income definition until 2011	0.282
Canada	1990	New income definition since 2012	0.289
Canada		Income definition until 2011	0.287
Canada	1991	New income definition since 2012	0.296
Canada		Income definition until 2011	0.294
Canada	1992	New income definition since 2012	0.296
Canada		Income definition until 2011	0.292
Canada	1993	New income definition since 2012	0.29
Canada		Income definition until 2011	0.286
Canada	1994	New income definition since 2012	0.291
Canada		Income definition until 2011	0.287
Canada	1995	New income definition since 2012	0.293
Canada		Income definition until 2011	0.289
Canada	1996	New income definition since 2012	0.301
Canada		Income definition until 2011	0.297
Canada	1997	New income definition since 2012	0.304
Canada		Income definition until 2011	0.301
Canada	1998	New income definition since 2012	0.31
Canada		Income definition until 2011	0.307
Canada	1999	New income definition since 2012	0.308
Canada		Income definition until 2011	0.307
Canada	2000	New income definition since 2012	0.315
Canada		Income definition until 2011	0.315
Canada	2001	New income definition since 2012	0.317
Canada		Income definition until 2011	0.317
Canada	2002	New income definition since 2012	0.317
Canada		Income definition until 2011	0.318
Canada	2003	New income definition since 2012	0.315
Canada		Income definition until 2011	0.316
Canada	2004	New income definition since 2012	0.321
Canada		Income definition until 2011	0.322
Canada	2005	New income definition since 2012	0.315
Canada		Income definition until 2011	0.317
Canada	2006	New income definition since 2012	0.316
Canada		Income definition until 2011	0.317
Canada	2007	New income definition since 2012	0.317
Canada		Income definition until 2011	0.318
Canada	2008	New income definition since 2012	0.315
Canada		Income definition until 2011	0.321
Canada	2009	New income definition since 2012	0.316
Canada		Income definition until 2011	0.32
Canada	2010	New income definition since 2012	0.316
Canada		Income definition until 2011	0.319
Canada	2011	New income definition since 2012	0.313
Canada		Income definition until 2011	0.316
Canada	2012	New income definition since 2012	0.317
Canada		Income definition until 2011	..
Canada	2013	New income definition since 2012	0.32
Canada		Income definition until 2011	..
Canada	2014	New income definition since 2012	0.313
Canada		Income definition until 2011	..
Canada	2015	New income definition since 2012	0.318
Canada		Income definition until 2011	..
Canada	2016	New income definition since 2012	0.307
Canada		Income definition until 2011	..
Canada	2017	New income definition since 2012	0.31
Canada		Income definition until 2011	..
Canada	2018	New income definition since 2012	..
Canada		Income definition until 2011	..
Canada	2019	New income definition since 2012	..
Canada		Income definition until 2011	..
Chile	1974	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1975	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1976	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1977	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1978	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1979	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1980	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1981	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1982	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1983	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1984	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1985	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1986	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1987	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1988	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1989	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1990	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1991	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1992	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1993	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1994	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1995	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1996	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1997	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1998	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	1999	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2000	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2001	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2002	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2003	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2004	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2005	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2006	New income definition since 2012	..
Chile		Income definition until 2011	0.511
Chile	2007	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2008	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2009	New income definition since 2012	0.48
Chile		Income definition until 2011	0.51
Chile	2010	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2011	New income definition since 2012	0.471
Chile		Income definition until 2011	0.503
Chile	2012	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2013	New income definition since 2012	0.465
Chile		Income definition until 2011	..
Chile	2014	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2015	New income definition since 2012	0.454
Chile		Income definition until 2011	..
Chile	2016	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2017	New income definition since 2012	0.46
Chile		Income definition until 2011	..
Chile	2018	New income definition since 2012	..
Chile		Income definition until 2011	..
Chile	2019	New income definition since 2012	..
Chile		Income definition until 2011	..
Czech Republic	1974	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1975	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1976	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1977	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1978	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1979	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1980	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1981	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1982	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1983	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1984	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1985	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1986	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1987	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1988	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1989	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1990	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1991	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1992	New income definition since 2012	..
Czech Republic		Income definition until 2011	0.232
Czech Republic	1993	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1994	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1995	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1996	New income definition since 2012	..
Czech Republic		Income definition until 2011	0.257
Czech Republic	1997	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1998	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	1999	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	2000	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	2001	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	2002	New income definition since 2012	..
Czech Republic		Income definition until 2011	0.26
Czech Republic	2003	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	2004	New income definition since 2012	0.267
Czech Republic		Income definition until 2011	0.269
Czech Republic	2005	New income definition since 2012	0.261
Czech Republic		Income definition until 2011	0.261
Czech Republic	2006	New income definition since 2012	0.26
Czech Republic		Income definition until 2011	0.261
Czech Republic	2007	New income definition since 2012	0.256
Czech Republic		Income definition until 2011	0.257
Czech Republic	2008	New income definition since 2012	0.259
Czech Republic		Income definition until 2011	0.26
Czech Republic	2009	New income definition since 2012	0.257
Czech Republic		Income definition until 2011	0.258
Czech Republic	2010	New income definition since 2012	0.26
Czech Republic		Income definition until 2011	0.258
Czech Republic	2011	New income definition since 2012	0.257
Czech Republic		Income definition until 2011	0.256
Czech Republic	2012	New income definition since 2012	0.254
Czech Republic		Income definition until 2011	0.252
Czech Republic	2013	New income definition since 2012	0.259
Czech Republic		Income definition until 2011	0.259
Czech Republic	2014	New income definition since 2012	0.257
Czech Republic		Income definition until 2011	..
Czech Republic	2015	New income definition since 2012	0.258
Czech Republic		Income definition until 2011	..
Czech Republic	2016	New income definition since 2012	0.253
Czech Republic		Income definition until 2011	..
Czech Republic	2017	New income definition since 2012	0.249
Czech Republic		Income definition until 2011	..
Czech Republic	2018	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Czech Republic	2019	New income definition since 2012	..
Czech Republic		Income definition until 2011	..
Denmark	1974	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1975	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1976	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1977	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1978	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1979	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1980	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1981	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1982	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1983	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1984	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	1985	New income definition since 2012	..
Denmark		Income definition until 2011	0.221
Denmark	1986	New income definition since 2012	..
Denmark		Income definition until 2011	0.224
Denmark	1987	New income definition since 2012	..
Denmark		Income definition until 2011	0.225
Denmark	1988	New income definition since 2012	..
Denmark		Income definition until 2011	0.224
Denmark	1989	New income definition since 2012	..
Denmark		Income definition until 2011	0.22
Denmark	1990	New income definition since 2012	..
Denmark		Income definition until 2011	0.226
Denmark	1991	New income definition since 2012	..
Denmark		Income definition until 2011	0.222
Denmark	1992	New income definition since 2012	..
Denmark		Income definition until 2011	0.222
Denmark	1993	New income definition since 2012	..
Denmark		Income definition until 2011	0.223
Denmark	1994	New income definition since 2012	..
Denmark		Income definition until 2011	0.216
Denmark	1995	New income definition since 2012	..
Denmark		Income definition until 2011	0.215
Denmark	1996	New income definition since 2012	..
Denmark		Income definition until 2011	0.216
Denmark	1997	New income definition since 2012	..
Denmark		Income definition until 2011	0.224
Denmark	1998	New income definition since 2012	..
Denmark		Income definition until 2011	0.224
Denmark	1999	New income definition since 2012	..
Denmark		Income definition until 2011	0.228
Denmark	2000	New income definition since 2012	..
Denmark		Income definition until 2011	0.227
Denmark	2001	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	2002	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	2003	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	2004	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	2005	New income definition since 2012	..
Denmark		Income definition until 2011	0.232
Denmark	2006	New income definition since 2012	..
Denmark		Income definition until 2011	0.239
Denmark	2007	New income definition since 2012	..
Denmark		Income definition until 2011	0.246
Denmark	2008	New income definition since 2012	..
Denmark		Income definition until 2011	0.242
Denmark	2009	New income definition since 2012	..
Denmark		Income definition until 2011	0.238
Denmark	2010	New income definition since 2012	..
Denmark		Income definition until 2011	0.252
Denmark	2011	New income definition since 2012	0.251
Denmark		Income definition until 2011	0.253
Denmark	2012	New income definition since 2012	0.249
Denmark		Income definition until 2011	..
Denmark	2013	New income definition since 2012	0.254
Denmark		Income definition until 2011	..
Denmark	2014	New income definition since 2012	0.256
Denmark		Income definition until 2011	..
Denmark	2015	New income definition since 2012	0.263
Denmark		Income definition until 2011	..
Denmark	2016	New income definition since 2012	0.261
Denmark		Income definition until 2011	..
Denmark	2017	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	2018	New income definition since 2012	..
Denmark		Income definition until 2011	..
Denmark	2019	New income definition since 2012	..
Denmark		Income definition until 2011	..
Estonia	1974	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1975	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1976	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1977	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1978	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1979	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1980	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1981	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1982	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1983	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1984	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1985	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1986	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1987	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1988	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1989	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1990	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1991	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1992	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1993	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1994	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1995	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1996	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1997	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1998	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	1999	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	2000	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	2001	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	2002	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	2003	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	2004	New income definition since 2012	..
Estonia		Income definition until 2011	0.346
Estonia	2005	New income definition since 2012	..
Estonia		Income definition until 2011	0.335
Estonia	2006	New income definition since 2012	..
Estonia		Income definition until 2011	0.338
Estonia	2007	New income definition since 2012	..
Estonia		Income definition until 2011	0.312
Estonia	2008	New income definition since 2012	..
Estonia		Income definition until 2011	0.313
Estonia	2009	New income definition since 2012	..
Estonia		Income definition until 2011	0.309
Estonia	2010	New income definition since 2012	..
Estonia		Income definition until 2011	0.317
Estonia	2011	New income definition since 2012	..
Estonia		Income definition until 2011	0.323
Estonia	2012	New income definition since 2012	..
Estonia		Income definition until 2011	0.326
Estonia	2013	New income definition since 2012	0.356
Estonia		Income definition until 2011	0.355
Estonia	2014	New income definition since 2012	0.346
Estonia		Income definition until 2011	..
Estonia	2015	New income definition since 2012	0.33
Estonia		Income definition until 2011	..
Estonia	2016	New income definition since 2012	0.314
Estonia		Income definition until 2011	..
Estonia	2017	New income definition since 2012	0.309
Estonia		Income definition until 2011	..
Estonia	2018	New income definition since 2012	..
Estonia		Income definition until 2011	..
Estonia	2019	New income definition since 2012	..
Estonia		Income definition until 2011	..
Finland	1974	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1975	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1976	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1977	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1978	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1979	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1980	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1981	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1982	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1983	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1984	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1985	New income definition since 2012	..
Finland		Income definition until 2011	..
Finland	1986	New income definition since 2012	..
Finland		Income definition until 2011	0.209
Finland	1987	New income definition since 2012	0.209
Finland		Income definition until 2011	0.209
Finland	1988	New income definition since 2012	0.213
Finland		Income definition until 2011	0.214
Finland	1989	New income definition since 2012	0.217
Finland		Income definition until 2011	0.217
Finland	1990	New income definition since 2012	0.215
